/* DATA DESCRIPTION:
	AlexEst_F162_A0 * LATITUDE: 32.396300 * LONGITUDE: 34.865500 * DATE/TIME START: 2016-12-13T09:30:00 * DATE/TIME END: 2016-12-15T03:06:00 * ELEVATION: 0.0 m * LOCATION: Alexander micro-estuary * METHOD/DEVICE: Horizontal water sampler, OceanTest Equipment, Model 110B [Sample capacity: 5L] * COMMENT: Flood
	AlexEst_F162_A4 * LATITUDE: 32.393900 * LONGITUDE: 34.869600 * DATE/TIME START: 2016-12-13T09:30:00 * DATE/TIME END: 2016-12-15T03:54:00 * ELEVATION: 10.0 m * LOCATION: Alexander micro-estuary * METHOD/DEVICE: Horizontal water sampler, OceanTest Equipment, Model 110B [Sample capacity: 5L] * COMMENT: Flood
	AlexEst_F163_A0 * LATITUDE: 32.396300 * LONGITUDE: 34.865500 * DATE/TIME START: 2016-12-25T06:15:00 * DATE/TIME END: 2016-12-28T19:07:00 * ELEVATION: 0.0 m * LOCATION: Alexander micro-estuary * METHOD/DEVICE: Horizontal water sampler, OceanTest Equipment, Model 110B [Sample capacity: 5L] * COMMENT: Flood
	AlexEst_F163_A4 * LATITUDE: 32.393900 * LONGITUDE: 34.869600 * DATE/TIME START: 2016-12-25T06:15:00 * DATE/TIME END: 2016-12-28T19:07:00 * ELEVATION: 10.0 m * LOCATION: Alexander micro-estuary * METHOD/DEVICE: Horizontal water sampler, OceanTest Equipment, Model 110B [Sample capacity: 5L] * COMMENT: Flood
	AlexEst_F164_A0 * LATITUDE: 32.396300 * LONGITUDE: 34.865500 * DATE/TIME START: 2017-02-16T03:18:00 * DATE/TIME END: 2017-02-16T17:15:00 * ELEVATION: 0.0 m * LOCATION: Alexander micro-estuary * METHOD/DEVICE: Horizontal water sampler, OceanTest Equipment, Model 110B [Sample capacity: 5L] * COMMENT: Flood
	AlexEst_F164_A4 * LATITUDE: 32.393900 * LONGITUDE: 34.869600 * DATE/TIME START: 2017-02-16T03:18:00 * DATE/TIME END: 2017-02-16T17:15:00 * ELEVATION: 10.0 m * LOCATION: Alexander micro-estuary * METHOD/DEVICE: Horizontal water sampler, OceanTest Equipment, Model 110B [Sample capacity: 5L] * COMMENT: Flood
	AlexEst_F171_A0 * LATITUDE: 32.396300 * LONGITUDE: 34.865500 * DATE/TIME START: 2017-12-25T05:32:00 * DATE/TIME END: 2017-12-25T09:11:00 * ELEVATION: 0.0 m * LOCATION: Alexander micro-estuary * METHOD/DEVICE: Horizontal water sampler, OceanTest Equipment, Model 110B [Sample capacity: 5L] * COMMENT: Flood
	AlexEst_F171_A4 * LATITUDE: 32.393900 * LONGITUDE: 34.869600 * DATE/TIME: 2018-12-26T16:30:00 * ELEVATION: 10.0 m * LOCATION: Alexander micro-estuary * METHOD/DEVICE: Horizontal water sampler, OceanTest Equipment, Model 110B [Sample capacity: 5L] * COMMENT: Flood
	AlexEst_F172_A0 * LATITUDE: 32.396300 * LONGITUDE: 34.865500 * DATE/TIME START: 2017-01-01T09:18:00 * DATE/TIME END: 2017-01-01T16:30:00 * ELEVATION: 0.0 m * LOCATION: Alexander micro-estuary * METHOD/DEVICE: Horizontal water sampler, OceanTest Equipment, Model 110B [Sample capacity: 5L] * COMMENT: Flood
	AlexEst_F173_A0 * LATITUDE: 32.396300 * LONGITUDE: 34.865500 * DATE/TIME START: 2018-01-05T00:00:00 * DATE/TIME END: 2018-01-06T13:46:00 * ELEVATION: 0.0 m * LOCATION: Alexander micro-estuary * METHOD/DEVICE: Horizontal water sampler, OceanTest Equipment, Model 110B [Sample capacity: 5L] * COMMENT: Flood
	AlexEst_F173_A4 * LATITUDE: 32.393900 * LONGITUDE: 34.869600 * DATE/TIME START: 2018-01-05T13:45:00 * DATE/TIME END: 2018-01-06T13:00:00 * ELEVATION: 10.0 m * LOCATION: Alexander micro-estuary * METHOD/DEVICE: Horizontal water sampler, OceanTest Equipment, Model 110B [Sample capacity: 5L] * COMMENT: Flood
	AlexEst_F174_A0 * LATITUDE: 32.396300 * LONGITUDE: 34.865500 * DATE/TIME START: 2018-01-25T11:46:00 * DATE/TIME END: 2018-01-28T00:02:00 * ELEVATION: 0.0 m * LOCATION: Alexander micro-estuary * METHOD/DEVICE: Horizontal water sampler, OceanTest Equipment, Model 110B [Sample capacity: 5L] * COMMENT: Flood
	AlexEst_F174_A4 * LATITUDE: 32.393900 * LONGITUDE: 34.869600 * DATE/TIME START: 2018-01-25T15:10:00 * DATE/TIME END: 2018-01-27T21:00:00 * ELEVATION: 10.0 m * LOCATION: Alexander micro-estuary * METHOD/DEVICE: Horizontal water sampler, OceanTest Equipment, Model 110B [Sample capacity: 5L] * COMMENT: Flood
Parameter(s):	Event label (Event) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/)
	Stream, flow type (Stream, flow type) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/)
	Other event (Other event) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/)
	Station label (Station) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/)
	Sample code/label (Sample label) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/)
	LATITUDE (Latitude) * GEOCODE * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/)
	LONGITUDE (Longitude) * GEOCODE * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/)
	DATE/TIME (Date/Time) * GEOCODE * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/)
	Area/locality (Area) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/)
	ELEVATION [m a.s.l.] (Elevation) * GEOCODE * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/)
	Duration [min] (Duration) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * COMMENT: of flood section i.e. the duration of the measurement period (between 0.5 to 4 hours)
	River discharge [m**3/s] (Q) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/)
	Volume [m**3] (Vol) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * COMMENT: of section
	Azoxystrobin [µg/l] (Azoxystrobin) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Boscalid [µg/l] (Boscalid) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Bupirimate [µg/l] (Bupirimate) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Carbendazim [µg/l] (Carbendazim) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Cyprodinil [µg/l] (Cyprodinil) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Diethofencarb [µg/l] (Diethofencarb) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Dimethomorph [µg/l] (Dimethomorph) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS * COMMENT: Mirror monomer
	Fenhexamid [µg/l] (Fenhexamid) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Metalaxyl [µg/l] (Metalaxyl) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Prochloraz [µg/l] (Prochloraz) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Propamocarb [µg/l] (Propamocarb) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Propiconazole [µg/l] (Propiconazole) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Pyraclostrobin [µg/l] (Pyraclostrobin) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Tebuconazole [µg/l] (Tebuconazole) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Triadimenol-A [µg/l] (Triadimenol-A) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Ametryn [µg/l] (Ametryn) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Atrazine [µg/l] (Atrazine) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Bromacil [µg/l] (Bromacil) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Cycloate [µg/l] (Cycloate) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	S-Ethyl-N,N-dipropylthiocarbamat [µg/l] (EPTC) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Diflufenican [µg/l] (Diflufenican) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Diuron [µg/l] (Diuron) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Fluometuron [µg/l] (Fluometuron) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Hexazinone [µg/l] (Hexazinone) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Imazapyr [µg/l] (Imazapyr) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Indaziflam [µg/l] (Indaziflam) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Isopropalin [µg/l] (Isopropalin) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Linuron [µg/l] (Linuron) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Metolachlor [µg/l] (Metolachlor) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Molinate [µg/l] (Molinate) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Oxadiazon [µg/l] (Oxadiazon) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Oxyfluorfen [µg/l] (Oxyfluorfen) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Pebulat [µg/l] (Pebulat) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Pendimethalin [µg/l] (Pendimethalin) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Prometryn [µg/l] (Prometryn) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Propazine [µg/l] (Propazine) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Sulfentrazone [µg/l] (Sulfentrazone) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Terbacil [µg/l] (Terbacil) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Terbutryn [µg/l] (Terbutryn) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Uniconazole [µg/l] (Uniconazole) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Acetamiprid [µg/l] (Acetamiprid) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Aldicarb [µg/l] (Aldicarb) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
	Bromopropylate [µg/l] (Bromopropylate) * PI: Topaz, Tom (tom.topaz@mail.huji.ac.il, https://www.estuaries.org.il/home/) * METHOD/DEVICE: High resolution mass spectrometer (HRMS), Thermo Fisher Scientific, QExactive Plus Hybrid Quadrupole-Orbitrap; coupled with Ultra high performance liquid chromatography (UHPLC), Dionex Corporation, UltiMate 3000 RS
